Boston 24 and Public Journal for Thursday, January 26, 2023	Thu, 26 Jan 2023 15:10:53 +0000	https://bpdnews.com/s/January-26th-district_journal_arrests_public.pdf
Boston 24 and Public Journal for Wednesday, January 25, 2023	Wed, 25 Jan 2023 15:25:57 +0000	https://bpdnews.com/s/January-25th-district_journal_arrests_public.pdf
Boston 24 and Public Journal for Tuesday, January 24, 2023  	Tue, 24 Jan 2023 15:09:01 +0000	https://bpdnews.com/s/district_journal_arrests_public-1-jtkp.pdf
Boston 24 and Public Journal for Monday, January 23, 2023	Mon, 23 Jan 2023 19:18:33 +0000	https://bpdnews.com/s/January-23rd-district_journal_arrests_public-1.pdf
Boston 24 and Public Journal for Sunday, January 22, 2023	Mon, 23 Jan 2023 19:16:51 +0000	https://bpdnews.com/s/January-22nd-district_journal_arrests_public.pdf
Boston 24 and Public Journal for Saturday, January 21, 2023  	Sat, 21 Jan 2023 15:52:28 +0000	https://bpdnews.com/s/district_journal_arrests_public-4zm3.pdf
Boston 24 and Public Journal for Friday, January 20, 2023	Sat, 21 Jan 2023 15:52:25 +0000	https://bpdnews.com/s/January-20th-district_journal_arrests_public.pdf
Boston 24 and Public Journal for Thursday, January 19, 2023	Thu, 19 Jan 2023 22:57:52 +0000	https://bpdnews.com/s/January-19th-district_journal_arrests_public.pdf
Boston 24 and Public Journal for Wednesday, January 18, 2023	Wed, 18 Jan 2023 17:51:46 +0000	https://bpdnews.com/s/January-18th-district_journal_arrests_public.pdf
Boston 24 and Public Journal for Tuesday, January 17, 2023	Wed, 18 Jan 2023 17:51:15 +0000	https://bpdnews.com/s/January-17th-district_journal_arrests_public.pdf
Boston 24 and Public Journal for Monday, January 16, 2023  	Mon, 16 Jan 2023 16:14:18 +0000	https://bpdnews.com/s/district_journal_arrests_public-y86z.pdf
Boston 24 and Public Journal for Sunday, January 15, 2023 	Sun, 15 Jan 2023 18:07:30 +0000	https://bpdnews.com/s/Jan-15.pdf
Boston 24 and Public Journal for Saturday, January 14, 2023  	Sun, 15 Jan 2023 18:07:08 +0000	https://bpdnews.com/s/Jan-14.pdf
Boston 24 and Public Journal for Friday, January 13, 2023 	Sun, 15 Jan 2023 18:06:32 +0000	https://bpdnews.com/s/Jan-13.pdf
Boston 24 and Public Journal for Thursday, January 12, 2023	Thu, 12 Jan 2023 20:31:06 +0000	https://bpdnews.com/s/district_journal_arrests_public-Jan-12.pdf
Boston 24 and Public Journal for Tuesday, January 10, 2023 	Wed, 11 Jan 2023 15:59:15 +0000	https://bpdnews.com/s/Jan-10K.pdf
Boston 24 and Public Journal for Wednesday, January 11, 2023	Wed, 11 Jan 2023 15:59:11 +0000	https://bpdnews.com/s/January-11th.pdf	https://bpdnews.com/s/January-8th.pdf
Boston 24 and Public Journal for Monday, January 9, 2023	Tue, 10 Jan 2023 20:17:47 +0000	https://bpdnews.com/s/January-9th.pdf	https://bpdnews.com/s/January-8th.pdf
Boston 24 and Public Journal for Sunday, January 8, 2023	Tue, 10 Jan 2023 20:11:50 +0000	https://bpdnews.com/s/Jan-7.pdf	https://bpdnews.com/s/January-8th.pdf
Boston 24 and Public Journal for Saturday, January 7, 2023      	Sat, 07 Jan 2023 20:27:16 +0000	https://bpdnews.com/s/Jan-7.pdf
